Image_Name,Number_of_Clothing,Product_Type,Blue,Green,Red
image_15.jpg,1,tops,0.3238868433982134,99.67573285102844,0.000378599042960559
image_14.jpg,1,tops,99.86935257911682,0.11679723393172026,0.01386233780067414
image_16.jpg,2,jeans,99.87934827804565,0.11974158696830273,0.0009089585546462331
image_16.jpg,2,tops,0.01001568089122884,8.12824396234646e-05,99.98990297317505
image_13.jpg,2,jeans,99.81548190116882,0.17992547946050763,0.0045972534280736
image_13.jpg,2,tops,3.9661794900894165,11.283758282661438,84.75006222724915
image_12.jpg,1,tops,0.0010981624654959887,1.8325655659623408e-06,99.99890327453613
image_10.jpg,1,jeans,99.97773766517639,0.021576619474217296,0.0006866517651360482
image_11.jpg,2,jeans,99.98176693916321,0.0077021264587529,0.01053789455909282
image_11.jpg,2,tops,0.1007411046884954,99.89472031593323,0.004539237488643266
image_8.jpg,1,jeans,99.88386034965515,0.11542949359863997,0.0007122881925170077
image_9.jpg,1,tops,0.09494504774920642,99.89076852798462,0.01428483083145693
image_2.jpg,1,tops,97.70727157592773,0.00011822950227724505,2.2926123812794685
image_3.jpg,1,dress,8.949840868410774e-08,2.3048234432110348e-07,100.0
image_1.jpg,1,tops,0.08096584351733327,99.91710186004639,0.0019310218704049475
image_4.jpg,1,tops,0.016509876877535135,0.00011589934274525149,99.98337030410767
image_5.jpg,1,jeans,0.5876200273633003,0.006450073124142364,99.40593242645264
image_7.jpg,1,dress,5.751730129122734,93.93219351768494,0.31607006676495075
image_6.jpg,1,dress,0.01206130109494552,99.982750415802,0.0051802238886011764
